id,newperiod,score,correct,Hispanic,Black,Asian,Other race,Fall,Online,GPA,SAT verbal,SAT math,Female,Age,Parttime,Native Language English?,Sophomore or below,avgcor
2234,Post-Covid,45,0,0,0,0,0,1,1,3.98,640,780,1,NA,0,NA,NA,0.8333333333333334
2235,Post-Covid,52.5,1,0,0,1,0,1,1,3.59,NA,NA,1,NA,0,NA,NA,0.5
2236,Post-Covid,50,1,1,0,0,0,1,1,3.77,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2238,Post-Covid,62.5,0,0,0,0,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2239,Post-Covid,52.5,1,1,0,0,0,1,1,3.33,NA,NA,0,NA,0,NA,NA,0.5
2242,Post-Covid,42.5,1,1,0,0,0,1,1,3.68,NA,NA,0,NA,0,NA,NA,0.5
2244,Post-Covid,55.00000000000001,1,0,0,1,0,1,1,3.04,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2245,Post-Covid,72.5,0,0,0,0,0,1,1,3.94,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2246,Post-Covid,50,1,0,0,0,0,1,1,3.57,NA,NA,0,NA,0,NA,NA,0.5
2249,Post-Covid,70,1,0,0,0,0,1,1,3.96,NA,NA,1,NA,0,NA,NA,1
2250,Post-Covid,47.5,0,0,0,1,0,1,1,3.49,NA,NA,1,NA,0,NA,NA,0.5
2254,Post-Covid,57.49999999999999,1,0,0,0,1,1,1,3.43,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2255,Post-Covid,45,0,1,0,0,0,1,1,3.43,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2256,Post-Covid,47.5,1,0,0,0,0,1,1,3.3,NA,NA,0,NA,0,NA,NA,0.5
2257,Post-Covid,57.49999999999999,1,0,0,0,1,1,1,3.3,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2264,Post-Covid,35,0,0,0,1,0,1,1,3.93,620,570,1,NA,0,NA,NA,0.33333333333333337
2265,Post-Covid,45,1,0,0,1,0,1,1,3.61,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2266,Post-Covid,60,1,0,0,1,0,1,1,3.68,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2267,Post-Covid,52.5,1,1,0,0,0,1,1,3.22,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2268,Post-Covid,42.5,1,0,0,0,1,1,1,3.4,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2270,Post-Covid,25,1,1,0,0,0,1,1,3.44,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2271,Post-Covid,57.49999999999999,0,0,0,0,1,1,1,3.5,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2272,Post-Covid,40,1,0,0,0,1,1,1,3.57,NA,NA,1,NA,0,NA,NA,0.5
2273,Post-Covid,42.5,0,0,0,0,1,1,1,3.93,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2275,Post-Covid,67.5,1,0,0,1,0,1,1,2.82,NA,NA,0,NA,0,NA,NA,0.5
2277,Post-Covid,50,0,1,0,0,0,1,1,3.24,NA,NA,0,NA,0,NA,NA,0.5
2278,Post-Covid,42.5,0,1,0,0,0,1,1,3.52,NA,NA,0,NA,0,NA,NA,0
2280,Post-Covid,25,0,0,0,1,0,1,1,3.23,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2283,Post-Covid,65,0,0,0,0,1,1,1,3.07,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2284,Post-Covid,57.49999999999999,0,1,0,0,0,1,1,3.33,NA,NA,1,NA,0,NA,NA,0
2285,Post-Covid,47.5,0,0,0,1,0,1,1,3.01,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2289,Post-Covid,37.5,0,0,0,1,0,1,1,3.33,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2290,Post-Covid,47.5,0,0,0,0,0,1,1,3.41,NA,NA,0,NA,0,NA,NA,0.5
2291,Post-Covid,42.5,0,0,1,0,0,1,1,3.58,NA,NA,0,NA,0,NA,NA,0
2293,Post-Covid,55.00000000000001,0,1,0,0,0,1,1,3.64,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2294,Post-Covid,37.5,0,0,0,1,0,1,1,2.49,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2295,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.89,NA,NA,1,NA,0,NA,NA,0.5
2296,Post-Covid,62.5,1,0,0,1,0,1,1,3.83,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2299,Post-Covid,70,1,0,0,1,0,1,1,3.67,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2304,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2306,Post-Covid,70,1,0,0,1,0,1,1,2.81,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2308,Post-Covid,52.5,1,0,0,1,0,1,1,3.35,NA,NA,1,NA,0,NA,NA,0.5
2309,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.66,NA,NA,0,NA,0,NA,NA,0.5
2310,Post-Covid,62.5,1,0,0,1,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2313,Post-Covid,80,1,0,0,0,0,1,1,3.77,NA,NA,1,NA,0,NA,NA,1
2315,Post-Covid,35,0,1,0,0,0,1,1,3.07,NA,NA,0,NA,0,NA,NA,0
2318,Post-Covid,45,1,0,0,1,0,1,1,3.34,NA,NA,1,NA,0,NA,NA,0.5
2319,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.1,NA,NA,1,NA,0,NA,NA,0.5
2320,Post-Covid,40,0,0,0,0,0,1,1,2.93,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2323,Post-Covid,40,1,1,0,0,0,1,1,2.85,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2324,Post-Covid,45,0,0,0,0,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2325,Post-Covid,57.49999999999999,1,0,0,0,1,1,1,3.42,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2326,Post-Covid,50,0,0,0,1,0,1,1,2.91,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2327,Post-Covid,35,0,0,0,1,0,1,1,3,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2328,Post-Covid,40,0,0,0,0,0,1,1,3.4,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2331,Post-Covid,45,0,0,0,0,0,1,1,3.39,NA,NA,0,NA,0,NA,NA,0.5
2332,Post-Covid,60,1,0,0,1,0,1,1,3.15,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2333,Post-Covid,75,1,0,0,0,0,1,1,2.65,NA,NA,1,NA,0,NA,NA,0.5
2335,Post-Covid,72.5,0,0,0,0,0,1,1,3.1,NA,NA,0,NA,0,NA,NA,0
2336,Post-Covid,82.5,0,0,0,0,0,1,1,3.85,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2337,Post-Covid,47.5,0,1,0,0,0,1,1,1.57,NA,NA,1,NA,1,NA,NA,0.5
2338,Post-Covid,70,1,0,0,1,0,1,1,3.87,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2339,Post-Covid,70,1,0,0,1,0,1,1,3.57,NA,NA,1,NA,0,NA,NA,0.5
2344,Post-Covid,35,1,0,0,0,1,1,1,3.81,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2345,Post-Covid,65,0,0,0,1,0,1,1,3.18,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2347,Post-Covid,97.5,1,0,0,0,0,1,1,4,NA,NA,1,NA,0,NA,NA,1
2348,Post-Covid,67.5,0,0,0,0,0,1,1,3.87,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2351,Post-Covid,60,1,1,0,0,0,1,1,3.47,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2352,Post-Covid,47.5,0,0,0,0,1,1,1,2.23,NA,NA,0,NA,0,NA,NA,0.5
2354,Post-Covid,65,1,0,0,1,0,1,1,2.73,NA,NA,0,NA,0,NA,NA,1
2355,Post-Covid,85,1,0,0,1,0,1,1,3.91,NA,NA,0,NA,0,NA,NA,1
2357,Post-Covid,60,1,1,0,0,0,1,1,3.48,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2362,Post-Covid,52.5,0,1,0,0,0,1,1,3.63,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2363,Post-Covid,77.5,0,0,0,1,0,1,1,3.82,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2364,Post-Covid,57.49999999999999,1,0,1,0,0,1,1,3.13,NA,NA,0,NA,0,NA,NA,0.5
2365,Post-Covid,47.5,1,0,0,0,0,1,1,3.78,NA,NA,1,NA,0,NA,NA,0.5
2368,Post-Covid,35,0,1,0,0,0,1,1,3.44,NA,NA,0,NA,0,NA,NA,0
2369,Post-Covid,60,0,0,1,0,0,1,1,3.31,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2371,Post-Covid,70,0,0,0,1,0,1,1,3.67,NA,NA,0,NA,0,NA,NA,0.5
2372,Post-Covid,60,0,1,0,0,0,1,1,3.53,530,640,1,NA,0,NA,NA,0.16666666666666669
2373,Post-Covid,72.5,0,0,0,0,0,1,1,3.85,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2374,Post-Covid,82.5,1,0,0,1,0,1,1,3.74,NA,NA,1,NA,0,NA,NA,1
2375,Post-Covid,37.5,1,1,0,0,0,1,1,3.71,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2380,Post-Covid,82.5,0,0,0,0,0,1,1,3.86,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2381,Post-Covid,77.5,1,0,0,0,0,1,1,4,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2384,Post-Covid,87.5,1,0,0,1,0,1,1,3.18,NA,NA,1,NA,0,NA,NA,1
2386,Post-Covid,55.00000000000001,1,0,0,1,0,1,1,3.61,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2388,Post-Covid,72.5,1,0,0,0,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2390,Post-Covid,37.5,0,0,0,0,0,1,1,2.28,NA,NA,1,NA,0,NA,NA,0
2392,Post-Covid,40,0,0,0,1,0,1,1,2.96,NA,NA,1,NA,0,NA,NA,0
2393,Post-Covid,67.5,1,0,0,1,0,1,1,3.44,NA,NA,1,NA,0,NA,NA,1
2395,Post-Covid,27.500000000000004,0,0,1,0,0,1,1,2,NA,NA,0,NA,0,NA,NA,0.5
2401,Post-Covid,25,0,0,0,0,1,1,1,2.74,NA,NA,0,NA,0,NA,NA,0
2404,Post-Covid,42.5,0,1,0,0,0,1,1,3.4,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2409,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.7,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2410,Post-Covid,60,1,0,0,1,0,1,1,3.87,NA,NA,1,NA,0,NA,NA,0.5
2412,Post-Covid,65,1,0,0,1,0,1,1,3.5,NA,NA,0,NA,0,NA,NA,1
2413,Post-Covid,50,1,0,0,1,0,1,1,2.84,NA,NA,0,NA,0,NA,NA,0.5
2414,Post-Covid,77.5,1,0,0,1,0,1,1,4,NA,NA,1,NA,0,NA,NA,1
2415,Post-Covid,55.00000000000001,0,0,0,1,0,1,1,3.43,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2416,Post-Covid,45,1,0,0,1,0,1,1,3.83,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2418,Post-Covid,72.5,1,0,0,1,0,1,1,3.68,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2419,Post-Covid,62.5,1,0,0,0,0,1,1,3.61,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2420,Post-Covid,60,0,1,0,0,0,1,1,3.85,NA,NA,0,NA,0,NA,NA,0
2422,Post-Covid,62.5,0,0,0,0,0,1,1,3.75,NA,NA,0,NA,0,NA,NA,0.5
2424,Post-Covid,57.49999999999999,0,0,0,0,0,1,1,3.79,NA,NA,0,NA,0,NA,NA,0.5
2425,Post-Covid,45,1,0,0,1,0,1,1,3.16,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2428,Post-Covid,52.5,0,0,0,1,0,1,1,3.61,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2429,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.64,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2430,Post-Covid,67.5,1,0,0,1,0,1,1,3.39,NA,NA,1,NA,0,NA,NA,0.5
2431,Post-Covid,67.5,1,0,0,0,0,1,1,3.97,NA,NA,1,NA,0,NA,NA,1
2434,Post-Covid,47.5,1,0,0,1,0,1,1,3.94,NA,NA,1,NA,0,NA,NA,0.5
2435,Post-Covid,47.5,0,0,0,0,0,1,1,3.25,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2436,Post-Covid,40,0,1,0,0,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2438,Post-Covid,65,1,0,0,1,0,1,1,3.97,NA,NA,0,NA,0,NA,NA,1
2441,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.93,NA,NA,1,NA,0,NA,NA,0.5
2443,Post-Covid,55.00000000000001,0,0,1,0,0,1,1,3.37,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2445,Post-Covid,72.5,0,0,0,1,0,1,1,3.73,NA,NA,0,NA,0,NA,NA,0.5
2451,Post-Covid,47.5,0,0,0,0,0,1,1,3.03,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2462,Post-Covid,67.5,1,1,0,0,0,1,1,3.87,NA,NA,1,NA,0,NA,NA,1
2463,Post-Covid,47.5,0,0,0,0,0,1,1,3.61,NA,NA,0,NA,0,NA,NA,0
2464,Post-Covid,65,0,0,0,1,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2465,Post-Covid,37.5,0,0,0,0,1,1,1,3,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2466,Post-Covid,42.5,1,1,0,0,0,1,1,3.49,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2467,Post-Covid,82.5,1,0,0,1,0,1,1,3.94,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2469,Post-Covid,40,0,0,0,0,0,1,1,3.81,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2471,Post-Covid,65,1,0,0,1,0,1,1,3.48,NA,NA,0,NA,0,NA,NA,1
2472,Post-Covid,42.5,1,0,0,1,0,1,1,3.16,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2473,Post-Covid,75,1,0,0,0,1,1,1,3.7,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2474,Post-Covid,62.5,1,0,0,1,0,1,1,3.8,NA,NA,1,NA,0,NA,NA,0.5
2477,Post-Covid,55.00000000000001,1,0,0,1,0,1,1,3.89,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2483,Post-Covid,42.5,1,0,0,1,0,1,1,3.67,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2485,Post-Covid,55.00000000000001,1,0,0,1,0,1,1,3.23,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2487,Post-Covid,60,0,0,0,0,0,1,1,2.72,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2489,Post-Covid,57.49999999999999,1,0,1,0,0,1,1,3.7,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2490,Post-Covid,52.5,1,1,0,0,0,1,1,3.96,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2491,Post-Covid,72.5,1,0,0,1,0,1,1,4,NA,NA,1,NA,0,NA,NA,1
2492,Post-Covid,52.5,1,0,0,1,0,1,1,3.35,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2494,Post-Covid,55.00000000000001,1,0,0,1,0,1,1,3.68,NA,NA,0,NA,0,NA,NA,0.5
2495,Post-Covid,52.5,0,0,0,0,0,1,1,3.83,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2496,Post-Covid,52.5,0,1,0,0,0,1,1,3.5,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2498,Post-Covid,50,0,0,0,1,0,1,1,3.46,NA,NA,1,NA,0,NA,NA,0
2500,Post-Covid,30,0,1,0,0,0,1,1,2.98,NA,NA,0,NA,0,NA,NA,0
2501,Post-Covid,50,0,0,0,1,0,1,1,3.56,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2502,Post-Covid,70,1,0,0,1,0,1,1,2.98,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2503,Post-Covid,65,1,0,0,1,0,1,1,3.41,NA,NA,0,NA,0,NA,NA,1
2504,Post-Covid,47.5,1,0,0,0,0,1,1,3.12,NA,NA,0,NA,0,NA,NA,0.5
2507,Post-Covid,52.5,0,1,0,0,0,1,1,3.12,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2512,Post-Covid,87.5,1,0,0,0,0,1,1,3.71,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2513,Post-Covid,47.5,0,0,0,0,0,1,1,3.84,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2515,Post-Covid,50,0,1,0,0,0,1,1,2.7,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2520,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.31,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2522,Post-Covid,62.5,1,0,0,0,0,1,1,3.21,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2523,Post-Covid,47.5,1,0,0,1,0,1,1,1.91,NA,NA,0,NA,0,NA,NA,0.5
2524,Post-Covid,45,0,0,0,1,0,1,1,3.58,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2525,Post-Covid,45,0,0,0,0,1,1,1,3.66,NA,NA,1,NA,0,NA,NA,0.5
2530,Post-Covid,67.5,1,0,0,1,0,1,1,3.75,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2531,Post-Covid,50,1,1,0,0,0,1,1,3.52,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2533,Post-Covid,60,1,0,0,0,0,1,1,3.37,NA,NA,0,NA,1,NA,NA,0.6666666666666666
2534,Post-Covid,45,1,0,0,0,0,1,1,3.16,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2536,Post-Covid,52.5,0,0,0,0,0,1,1,3.55,NA,NA,0,NA,0,NA,NA,0
2537,Post-Covid,32.5,1,0,0,1,0,1,1,3.56,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2539,Post-Covid,60,1,0,0,0,1,1,1,3.79,NA,NA,0,NA,0,NA,NA,1
2541,Post-Covid,52.5,0,0,0,1,0,1,1,3.52,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2542,Post-Covid,55.00000000000001,0,0,0,0,0,1,1,3.57,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2543,Post-Covid,52.5,1,0,0,1,0,1,1,3.84,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2544,Post-Covid,70,0,0,0,1,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2545,Post-Covid,47.5,1,0,0,1,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2546,Post-Covid,72.5,1,0,0,0,0,1,1,3.82,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2547,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.91,NA,NA,0,NA,0,NA,NA,0.5
2548,Post-Covid,70,1,1,0,0,0,1,1,3.71,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2550,Post-Covid,62.5,0,0,0,1,0,1,1,3.93,NA,NA,0,NA,0,NA,NA,0.5
2553,Post-Covid,37.5,1,0,0,1,0,1,1,2.93,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2554,Post-Covid,77.5,1,0,0,0,0,1,1,3.5,NA,NA,1,NA,0,NA,NA,0.5
2557,Post-Covid,60,1,1,0,0,0,1,1,2.68,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2558,Post-Covid,45,1,0,0,0,0,1,1,3.28,NA,NA,1,NA,0,NA,NA,0.33333333333333337
2561,Post-Covid,47.5,0,1,0,0,0,1,1,3.11,NA,NA,0,NA,0,NA,NA,0.8
2561,Post-Covid,75,0,1,0,0,0,1,1,3.11,NA,NA,0,NA,0,NA,NA,0.8
2564,Post-Covid,47.5,0,0,1,0,0,1,1,3.54,NA,NA,0,NA,0,NA,NA,0
2566,Post-Covid,62.5,1,0,0,1,0,1,1,3.6,NA,NA,0,NA,0,NA,NA,1
2567,Post-Covid,60,1,1,0,0,0,1,1,3.64,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2568,Post-Covid,37.5,0,0,0,0,0,1,1,3.49,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2569,Post-Covid,52.5,0,0,0,0,0,1,1,3.59,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2571,Post-Covid,42.5,0,0,1,0,0,1,1,3.29,NA,NA,0,NA,0,NA,NA,0.5
2573,Post-Covid,60,0,1,0,0,0,1,1,3.52,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2574,Post-Covid,67.5,1,0,0,1,0,1,1,3.22,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2575,Post-Covid,40,1,0,0,1,0,1,1,3.09,NA,NA,0,NA,0,NA,NA,0.5
2576,Post-Covid,22.5,0,0,0,1,0,1,1,3.03,NA,NA,0,NA,0,NA,NA,0
2578,Post-Covid,40,0,1,0,0,0,1,1,2.77,NA,NA,0,NA,0,NA,NA,0
2582,Post-Covid,62.5,1,0,0,0,0,1,1,3.51,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2583,Post-Covid,57.49999999999999,0,1,0,0,0,1,1,3.71,NA,NA,1,NA,1,NA,NA,0
2584,Post-Covid,60,1,0,0,1,0,1,1,3.81,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2586,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.58,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2588,Post-Covid,37.5,0,1,0,0,0,1,1,3.27,NA,NA,0,NA,0,NA,NA,0
2589,Post-Covid,60,1,0,0,0,0,1,1,3.86,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2590,Post-Covid,77.5,1,0,0,0,0,1,1,3.83,NA,NA,1,NA,0,NA,NA,0.5
2591,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.67,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2592,Post-Covid,97.5,1,1,0,0,0,1,1,4,NA,NA,1,NA,0,NA,NA,1
2593,Post-Covid,52.5,0,0,0,1,0,1,1,3.56,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2594,Post-Covid,60,1,0,0,1,0,1,1,2.85,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2596,Post-Covid,85,1,0,0,1,0,1,1,3.93,NA,NA,1,NA,0,NA,NA,1
2600,Post-Covid,72.5,1,0,0,1,0,1,1,3.39,NA,NA,0,NA,0,NA,NA,1
2602,Post-Covid,50,0,0,0,1,0,1,1,3.41,NA,NA,1,NA,0,NA,NA,0.5
2604,Post-Covid,55.00000000000001,1,0,0,0,1,1,1,3.65,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2608,Post-Covid,70,1,0,0,1,0,1,1,3.44,NA,NA,0,NA,0,NA,NA,1
2609,Post-Covid,30,0,0,0,1,0,1,1,2.82,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2612,Post-Covid,65,0,0,0,1,0,1,1,3.51,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2616,Post-Covid,80,1,0,0,1,0,1,1,3.74,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2619,Post-Covid,67.5,1,0,0,1,0,1,1,3.64,NA,NA,0,NA,0,NA,NA,1
2623,Post-Covid,60,1,0,0,1,0,1,1,3.34,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2625,Post-Covid,62.5,1,0,0,1,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2627,Post-Covid,37.5,0,0,0,0,1,1,1,3.6,NA,NA,0,NA,0,NA,NA,0.16666666666666669
2628,Post-Covid,75,0,0,0,1,0,1,1,3.88,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2629,Post-Covid,60,0,0,0,0,1,1,1,3.47,NA,NA,1,NA,0,NA,NA,0.8333333333333334
2630,Post-Covid,50,0,0,0,1,0,1,1,3,NA,NA,0,NA,0,NA,NA,0.5
2631,Post-Covid,67.5,0,0,0,1,0,1,1,3.49,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2632,Post-Covid,50,0,1,0,0,0,1,1,3.73,NA,NA,0,NA,0,NA,NA,0
2633,Post-Covid,45,0,1,0,0,0,1,1,3.34,NA,NA,0,NA,0,NA,NA,0
2636,Post-Covid,32.5,0,0,0,1,0,1,1,3.23,NA,NA,1,NA,0,NA,NA,0
2637,Post-Covid,65,0,0,0,1,0,1,1,3.67,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2639,Post-Covid,70,1,0,0,0,0,1,1,3.64,NA,NA,1,NA,0,NA,NA,0.5
2643,Post-Covid,75,1,1,0,0,0,1,1,3.98,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2648,Post-Covid,72.5,1,0,0,1,0,1,1,4,NA,NA,0,NA,0,NA,NA,0.5
2650,Post-Covid,55.00000000000001,0,1,0,0,0,1,1,3.68,NA,NA,0,NA,0,NA,NA,0.5
2651,Post-Covid,47.5,1,0,0,0,1,1,1,3.63,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2653,Post-Covid,40,1,0,0,0,1,1,1,2.66,NA,NA,0,NA,0,NA,NA,0.5
2654,Post-Covid,55.00000000000001,0,0,0,1,0,1,1,3.43,NA,NA,0,NA,0,NA,NA,0.33333333333333337
2655,Post-Covid,65,1,0,0,1,0,1,1,3.06,NA,NA,1,NA,0,NA,NA,1
2657,Post-Covid,62.5,0,0,0,0,1,1,1,3.88,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2660,Post-Covid,22.5,0,1,0,0,0,1,1,2.84,NA,NA,1,NA,0,NA,NA,0.7142857142857142
2660,Post-Covid,57.49999999999999,0,1,0,0,0,1,1,2.84,NA,NA,1,NA,0,NA,NA,0.7142857142857142
2661,Post-Covid,42.5,0,0,1,0,0,1,1,3.09,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2663,Post-Covid,40,0,0,0,1,0,1,1,3.92,NA,NA,1,NA,0,NA,NA,0
2664,Post-Covid,65,1,0,0,0,0,1,1,3.61,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2665,Post-Covid,55.00000000000001,1,0,0,0,0,1,1,3.84,NA,NA,0,NA,0,NA,NA,0.6666666666666666
2669,Post-Covid,92.5,1,0,0,0,1,1,1,3.44,NA,NA,0,NA,0,NA,NA,1
2671,Post-Covid,55.00000000000001,1,0,0,0,1,1,1,3.2,NA,NA,0,NA,0,NA,NA,1
2672,Post-Covid,57.49999999999999,1,0,0,1,0,1,1,3.06,NA,NA,1,NA,0,NA,NA,0.5
2679,Post-Covid,55.00000000000001,0,0,0,1,0,1,1,3.39,NA,NA,1,NA,0,NA,NA,0.6666666666666666
2681,Post-Covid,60,1,0,0,1,0,1,1,3.85,NA,NA,1,NA,0,NA,NA,0.5
2682,Post-Covid,27.500000000000004,0,0,0,1,0,1,1,2.25,NA,NA,0,NA,0,NA,NA,0.8333333333333334
2687,Post-Covid,50,1,0,0,1,0,1,1,3.33,NA,NA,1,NA,0,NA,NA,0.16666666666666669
2693,Post-Covid,45,1,0,0,1,0,1,1,3.34,NA,NA,1,NA,0,NA,NA,0.5
