id,newperiod,score,correct,Hispanic,Black,Asian,Other race,Fall,Online,GPA,SAT verbal,SAT math,Female,Age,Parttime,Native Language English?,Sophomore or below,avgcor
4442,Post-Covid,52.5,0,0,0,1,0,0,1,4,NA,NA,1,18.583333333333332,0,NA,1,0.20000000000000004
4443,Post-Covid,60,0,0,1,0,0,0,0,3.5,NA,NA,0,18.5,0,NA,1,0.5333333333333333
4446,Post-Covid,80,1,0,0,1,0,0,0,3.94,NA,NA,1,19.166666666666668,0,NA,1,1
4447,Post-Covid,55.00000000000001,1,0,0,1,0,0,0,2.6,NA,NA,0,18.916666666666668,0,NA,1,0.4
4448,Post-Covid,42.5,1,0,0,1,0,0,0,2.46,NA,NA,1,19.833333333333332,0,NA,1,0.4
4449,Post-Covid,50,1,0,0,1,0,0,0,3.6,NA,NA,1,18.166666666666668,0,NA,1,0.8
4450,Post-Covid,70,1,0,0,1,0,0,0,3.74,NA,NA,0,19.5,0,NA,1,0.8
4451,Post-Covid,52.5,1,0,0,1,0,0,1,3.4,NA,NA,0,19,0,NA,1,0.4666666666666666
4452,Post-Covid,60,1,0,0,1,0,0,1,3.51,NA,NA,0,18.25,0,NA,1,0.4666666666666667
4453,Post-Covid,70,1,0,0,1,0,0,1,3.68,NA,NA,1,18.333333333333332,0,NA,1,0.6666666666666667
4454,Post-Covid,40,0,0,1,0,0,0,1,2.88,NA,NA,1,18.25,0,NA,1,0.13333333333333336
4455,Post-Covid,57.49999999999999,1,0,0,0,0,0,0,3.28,NA,NA,1,18.333333333333332,0,NA,1,0.6
4456,Post-Covid,37.5,1,1,0,0,0,0,0,2.86,NA,NA,1,18.583333333333332,0,NA,1,0.6666666666666667
4457,Post-Covid,87.5,1,0,0,1,0,0,0,3.38,NA,NA,0,18.333333333333332,0,NA,1,1
4458,Post-Covid,62.5,1,0,0,1,0,0,0,3.22,NA,NA,0,18.583333333333332,0,NA,1,0.8666666666666667
4459,Post-Covid,67.5,1,0,0,1,0,0,0,4,NA,NA,0,18.75,0,NA,1,0.6666666666666667
4460,Post-Covid,62.5,1,0,0,0,0,0,1,3.52,NA,NA,0,18.25,0,NA,1,0.6
4461,Post-Covid,52.5,1,0,0,1,0,0,0,3.8,NA,NA,1,18.333333333333332,0,NA,1,0.7333333333333333
4463,Post-Covid,45,1,1,0,0,0,0,0,3.14,NA,NA,0,18.833333333333332,0,NA,1,0.6666666666666667
4464,Post-Covid,45,0,1,0,0,0,0,0,3.08,NA,NA,1,18.25,0,NA,1,0.33333333333333337
4466,Post-Covid,47.5,0,0,1,0,0,0,0,3.58,NA,NA,1,18.5,0,NA,1,0.4666666666666666
4467,Post-Covid,47.5,0,0,0,1,0,0,1,3.26,NA,NA,1,18.416666666666668,0,NA,1,0.6
4468,Post-Covid,65,1,0,0,1,0,0,1,3.54,NA,NA,1,18.75,0,NA,1,0.6
4469,Post-Covid,50,0,0,0,1,0,0,0,3.94,NA,NA,1,18.75,0,NA,1,0.6
4471,Post-Covid,32.5,1,0,1,0,0,0,0,2.25,NA,NA,1,19.666666666666668,0,NA,1,0.33333333333333337
4472,Post-Covid,65,1,0,0,1,0,0,0,3.68,NA,NA,1,18.583333333333332,0,NA,1,0.8
4473,Post-Covid,42.5,1,0,1,0,0,0,0,3.93,NA,NA,1,18.916666666666668,0,NA,1,0.4
4474,Post-Covid,52.5,1,0,0,0,0,0,0,1.94,NA,NA,0,18.166666666666668,0,NA,1,0.8
4475,Post-Covid,62.5,1,0,0,1,0,0,1,3.6,NA,NA,1,18.416666666666668,0,NA,1,0.7333333333333334
4476,Post-Covid,95,1,0,0,1,0,0,1,3.94,NA,NA,1,18.666666666666668,0,NA,1,0.7333333333333334
4477,Post-Covid,55.00000000000001,0,0,0,0,0,0,0,3.02,NA,NA,0,18.666666666666668,0,NA,1,0.26666666666666666
4478,Post-Covid,35,0,1,0,0,0,0,0,2.92,NA,NA,1,18.333333333333332,0,NA,1,0.13333333333333333
4479,Post-Covid,80,1,0,1,0,0,0,1,3.74,NA,NA,1,18.25,0,NA,1,1
4480,Post-Covid,65,1,0,0,0,0,0,0,3.94,NA,NA,0,19,0,NA,1,0.4666666666666667
4481,Post-Covid,32.5,1,0,0,1,0,0,0,3,NA,NA,1,19.25,0,NA,1,0.6
4482,Post-Covid,95,1,0,0,1,0,0,1,3.75,NA,NA,1,18.5,0,NA,1,1
4483,Post-Covid,47.5,0,0,0,0,0,0,0,2.8,NA,NA,0,18.5,0,NA,1,0.6666666666666666
4484,Post-Covid,52.5,1,1,0,0,0,0,0,3.2,NA,NA,0,18.416666666666668,0,NA,1,0.6
4485,Post-Covid,70,1,0,0,1,0,0,0,3.06,NA,NA,0,18.833333333333332,0,NA,1,1
4486,Post-Covid,67.5,1,0,0,0,0,0,0,3.46,NA,NA,0,18.916666666666668,0,NA,1,0.8
4487,Post-Covid,65,1,1,0,0,0,0,0,3.33,NA,NA,0,18.75,0,NA,1,0.7333333333333333
4488,Post-Covid,80,1,0,0,1,0,0,1,3.8,NA,NA,0,19,0,NA,1,0.8
4489,Post-Covid,22.5,0,0,0,0,0,0,0,3.26,NA,NA,1,19,0,NA,1,0.2
4490,Post-Covid,57.49999999999999,0,1,0,0,0,0,0,3.6,NA,NA,1,18.916666666666668,0,NA,1,0.8666666666666667
4492,Post-Covid,65,1,0,0,0,0,0,0,3.94,NA,NA,0,18.916666666666668,0,NA,1,0.7333333333333333
4493,Post-Covid,85,1,0,0,1,0,0,0,3.86,NA,NA,1,18.666666666666668,0,NA,1,1
4495,Post-Covid,67.5,1,0,0,0,0,0,0,3.86,NA,NA,1,18.25,0,NA,1,0.9333333333333333
4496,Post-Covid,52.5,0,0,0,1,0,0,0,3,NA,NA,0,18.416666666666668,0,NA,1,0.4000000000000001
4497,Post-Covid,70,0,1,0,0,0,0,1,3.66,NA,NA,0,18.25,0,NA,1,0.6
4499,Post-Covid,27.500000000000004,1,0,0,1,0,0,0,2.94,NA,NA,0,19.25,0,NA,1,0.26666666666666666
4500,Post-Covid,75,1,0,0,1,0,0,0,3.74,NA,NA,0,23.75,0,NA,1,0.8666666666666667
4501,Post-Covid,70,1,1,0,0,0,0,0,3.12,NA,NA,0,18.833333333333332,0,NA,1,0.9333333333333333
4503,Post-Covid,72.5,1,0,0,1,0,0,0,3.93,NA,NA,0,18.416666666666668,0,NA,1,0.9333333333333333
4505,Post-Covid,57.49999999999999,1,0,0,0,0,0,0,3.46,NA,NA,0,19.916666666666668,0,NA,1,0.6666666666666667
4506,Post-Covid,67.5,1,1,0,0,0,0,1,3.8,NA,NA,0,18.583333333333332,0,NA,1,0.8
4507,Post-Covid,72.5,1,0,0,0,0,0,1,3.46,NA,NA,0,18.166666666666668,0,NA,1,0.6
4508,Post-Covid,45,1,1,0,0,0,0,1,2.54,NA,NA,1,18.333333333333332,0,NA,1,0.4
4509,Post-Covid,67.5,1,1,0,0,0,0,1,3.4,NA,NA,0,18.25,0,NA,1,0.8666666666666667
4510,Post-Covid,45,1,0,0,1,0,0,0,3.72,NA,NA,1,19.166666666666668,0,NA,1,0.6666666666666667
4513,Post-Covid,62.5,1,0,0,1,0,0,1,2.93,NA,NA,1,19,0,NA,1,0.6666666666666666
4514,Post-Covid,65,1,0,0,1,0,0,1,3.94,NA,NA,0,18.333333333333332,0,NA,1,1
4518,Post-Covid,60,1,0,0,0,0,0,0,2,NA,NA,0,18.5,0,NA,1,0.4666666666666666
4519,Post-Covid,57.49999999999999,0,0,0,1,0,0,1,3.48,NA,NA,1,18.833333333333332,0,NA,1,0.5333333333333333
4520,Post-Covid,70,1,0,0,1,0,0,1,2.08,NA,NA,0,18.833333333333332,0,NA,1,0.6666666666666667
4521,Post-Covid,40,0,0,0,0,0,0,0,3.14,NA,NA,1,18.583333333333332,0,NA,1,0.5333333333333333
4522,Post-Covid,85,0,0,0,0,0,0,1,3.9,NA,NA,1,18.666666666666668,0,NA,1,0.8666666666666667
4523,Post-Covid,62.5,1,0,0,1,0,0,0,4,NA,NA,0,18.75,0,NA,1,0.4666666666666667
4524,Post-Covid,52.5,0,0,0,0,0,0,0,4,NA,NA,1,18.916666666666668,1,NA,1,0.7333333333333333
4525,Post-Covid,32.5,1,1,0,0,0,0,0,3.25,NA,NA,0,18.25,0,NA,1,0.26666666666666666
4528,Post-Covid,45,0,1,0,0,0,0,1,3,NA,NA,1,18.916666666666668,0,NA,1,0.26666666666666666
4529,Post-Covid,45,0,1,0,0,0,0,0,3.34,NA,NA,0,18.75,0,NA,1,0.5333333333333333
4531,Post-Covid,75,1,0,0,0,0,0,1,3.85,NA,NA,0,20.583333333333332,0,NA,0,0.6
4532,Post-Covid,57.49999999999999,0,0,0,0,0,0,0,3.8,NA,NA,1,18.416666666666668,0,NA,1,0.5333333333333333
4533,Post-Covid,42.5,0,0,0,0,0,0,0,3.9,NA,NA,1,21.916666666666668,0,NA,1,0.33333333333333337
4534,Post-Covid,75,1,0,0,1,0,0,0,4,NA,NA,1,18.833333333333332,0,NA,1,0.8
4535,Post-Covid,57.49999999999999,1,0,0,1,0,0,0,4,NA,NA,1,19,0,NA,1,0.8
4536,Post-Covid,50,1,0,1,0,0,0,0,3,NA,NA,1,18.416666666666668,0,NA,1,0.5333333333333333
4537,Post-Covid,70,1,0,0,1,0,0,1,4,NA,NA,0,18.416666666666668,0,NA,1,0.4666666666666667
4538,Post-Covid,60,1,1,0,0,0,0,1,3.14,NA,NA,1,18.75,0,NA,1,0.33333333333333337
4541,Post-Covid,45,1,0,0,1,0,0,0,2.75,NA,NA,0,19.666666666666668,0,NA,1,0.4
4542,Post-Covid,57.49999999999999,1,0,0,0,0,0,0,2.93,NA,NA,1,20.666666666666668,0,NA,0,0.7333333333333333
4543,Post-Covid,67.5,1,0,0,1,0,0,0,3.28,NA,NA,0,19.333333333333332,0,NA,1,0.8
4544,Post-Covid,82.5,1,0,0,0,0,0,0,4,NA,NA,0,19,0,NA,1,0.7333333333333334
4545,Post-Covid,52.5,1,0,0,0,1,0,0,NA,NA,NA,0,18.916666666666668,0,NA,1,0.5333333333333333
4546,Post-Covid,57.49999999999999,1,0,0,1,0,0,0,3.68,NA,NA,0,18.75,0,NA,1,0.8
4547,Post-Covid,62.5,1,0,0,1,0,0,1,3.68,NA,NA,1,18.5,0,NA,1,0.7333333333333334
4549,Post-Covid,72.5,0,0,0,1,0,0,1,3.02,NA,NA,0,19.416666666666668,0,NA,1,0.7333333333333333
4551,Post-Covid,55.00000000000001,1,0,0,1,0,0,0,2.6,NA,NA,0,18.75,0,NA,1,0.4666666666666667
4552,Post-Covid,50,0,0,0,1,0,0,0,3.43,NA,NA,0,18.75,0,NA,1,0.4666666666666667
4554,Post-Covid,27.500000000000004,1,0,0,0,0,0,0,2.62,NA,NA,1,18.333333333333332,0,NA,1,0.2
4555,Post-Covid,90,1,0,0,1,0,0,1,4,NA,NA,1,18.75,0,NA,1,1
4557,Post-Covid,70,0,0,1,0,0,0,0,2.98,NA,NA,0,18.25,0,NA,1,0.8
4559,Post-Covid,47.5,0,1,0,0,0,0,0,1.65,NA,NA,0,19.75,0,NA,1,0.26666666666666666
4560,Post-Covid,85,1,0,0,1,0,0,0,3.85,NA,NA,1,20.25,0,NA,1,0.9333333333333333
4561,Post-Covid,50,1,0,0,0,1,0,0,NA,NA,NA,1,20.25,0,0,1,0.7333333333333333
1,Pre-Covid,55.00000000000001,0,0,0,0,0,0,1,3.5799999237060547,NA,NA,1,59.359344482421875,0,NA,1,0.1818181818181818
18,Pre-Covid,37.5,0,0,0,0,0,0,0,3.319999933242798,NA,320,1,27.94524383544922,0,0,0,0.36363636363636365
35,Pre-Covid,60,1,0,0,0,0,0,0,NA,480,640,0,23.94524383544922,1,1,0,0.8181818181818181
36,Pre-Covid,55.00000000000001,1,0,0,0,0,0,1,3.2300000190734863,NA,NA,1,32.11225128173828,1,0,1,0.6363636363636364
44,Pre-Covid,32.5,1,0,0,1,0,0,1,1.5299999713897705,340,390,1,26.272417068481445,1,0,1,0.45454545454545453
50,Pre-Covid,45,1,0,1,0,0,0,0,2.930000066757202,NA,NA,1,34.52429962158203,1,1,0,0.45454545454545453
55,Pre-Covid,25,0,0,1,0,0,0,1,1.409999966621399,NA,400,1,36.61054229736328,1,NA,0,0
57,Pre-Covid,60,1,0,1,0,0,0,0,2.700000047683716,NA,530,1,29.442848205566406,0,NA,1,0.9090909090909091
59,Pre-Covid,47.5,1,1,0,0,0,0,0,2.680000066757202,NA,NA,1,42.11088180541992,1,NA,0,0.5454545454545454
62,Pre-Covid,42.5,1,0,0,1,0,0,0,NA,NA,590,0,26.357290267944336,0,NA,0,0.2727272727272727
64,Pre-Covid,30,0,0,0,0,1,0,0,2.2300000190734863,NA,NA,0,25.524982452392578,1,NA,0,0
65,Pre-Covid,67.5,1,1,0,0,0,0,0,3.0999999046325684,NA,NA,1,42.11088180541992,1,0,0,0.5454545454545454
67,Pre-Covid,60,1,0,0,0,1,0,1,2.299999952316284,460,470,0,30.195756912231445,1,1,0,0.6363636363636364
85,Pre-Covid,47.5,1,0,1,0,0,0,1,3.4800000190734863,NA,480,1,29.273099899291992,1,NA,0,0.5454545454545454
94,Pre-Covid,42.5,1,1,0,0,0,0,0,NA,430,330,0,25.524982452392578,0,NA,0,0.7272727272727273
100,Pre-Covid,22.5,0,0,1,0,0,0,0,NA,NA,NA,1,38.52429962158203,1,1,0,0.1818181818181818
101,Pre-Covid,62.5,1,0,0,0,1,0,1,1.5,560,600,1,26.776180267333984,1,1,1,0.5454545454545454
103,Pre-Covid,55.00000000000001,0,1,0,0,0,0,1,NA,460,460,0,24.862422943115234,0,1,1,0.3636363636363636
108,Pre-Covid,42.5,0,0,0,0,0,0,1,2.5999999046325684,490,470,1,25.357973098754883,1,1,1,0.2727272727272727
129,Pre-Covid,60,1,0,0,1,0,0,1,NA,430,690,0,23.110198974609375,0,NA,0,0.8181818181818181
135,Pre-Covid,47.5,1,0,0,1,0,0,1,NA,520,600,0,24.197124481201172,0,1,0,0.45454545454545453
149,Pre-Covid,47.5,0,0,0,1,0,0,1,NA,NA,NA,1,23.611225128173828,0,NA,0,0.1818181818181818
161,Pre-Covid,32.5,0,0,0,1,0,0,0,NA,330,390,1,22.357290267944336,0,0,0,0.1818181818181818
165,Pre-Covid,62.5,0,0,0,1,0,0,0,3.6600000858306885,430,580,1,20.525667190551758,0,NA,0,0.5454545454545454
179,Pre-Covid,45,1,0,0,0,0,0,1,NA,410,420,0,23.02806282043457,0,0,0,0.36363636363636365
186,Pre-Covid,27.500000000000004,1,0,0,1,0,0,1,NA,430,430,0,23.02806282043457,0,1,0,0.4545454545454545
187,Pre-Covid,37.5,1,0,0,0,0,0,1,0,520,520,1,22.94318962097168,1,1,1,0.7272727272727273
200,Pre-Covid,32.5,1,0,0,1,0,0,1,NA,NA,NA,1,42.60917282104492,0,1,1,0.2727272727272727
204,Pre-Covid,40,1,0,0,1,0,0,0,2.430000066757202,580,540,0,21.524982452392578,0,NA,1,0.45454545454545453
205,Pre-Covid,52.5,1,0,0,1,0,0,1,NA,NA,NA,1,24.443531036376953,0,NA,0,0.7272727272727273
208,Pre-Covid,57.49999999999999,1,0,0,0,0,0,0,NA,NA,NA,1,27.693361282348633,0,NA,1,0.2727272727272727
213,Pre-Covid,57.49999999999999,1,0,0,0,0,0,0,NA,NA,NA,0,25.196441650390625,0,NA,0,0.6363636363636364
223,Pre-Covid,55.00000000000001,0,0,1,0,0,0,1,1.7799999713897705,400,390,1,20.525667190551758,0,NA,1,0.45454545454545453
252,Pre-Covid,67.5,1,0,0,1,0,0,1,NA,330,650,1,20.692676544189453,0,0,0,0.8181818181818182
261,Pre-Covid,22.5,0,0,0,0,0,0,1,2.569999933242798,360,400,0,21.357973098754883,0,NA,1,0.0909090909090909
262,Pre-Covid,52.5,1,0,0,1,0,0,1,NA,360,600,1,21.442848205566406,0,NA,1,0.45454545454545453
266,Pre-Covid,42.5,1,0,0,0,0,0,1,2.880000114440918,450,460,0,21.442848205566406,0,0,1,0.36363636363636365
267,Pre-Covid,70,1,0,0,1,0,0,1,3.3299999237060547,380,590,1,21.442848205566406,0,0,1,0.8181818181818182
270,Pre-Covid,45,1,0,0,1,0,0,1,NA,330,600,0,22.02874755859375,0,0,0,0.45454545454545453
272,Pre-Covid,35,1,0,0,1,0,0,0,NA,500,580,1,22.02874755859375,0,1,1,0.45454545454545453
285,Pre-Covid,50,1,1,0,0,0,0,1,NA,490,530,1,22.272417068481445,0,1,1,0.5454545454545454
292,Pre-Covid,52.5,1,0,0,0,0,0,1,3.359999895095825,590,570,1,21.691991806030273,0,1,1,0.5454545454545454
294,Pre-Covid,55.00000000000001,0,0,0,1,0,0,1,2.690000057220459,490,420,0,21.861738204956055,0,0,0,0.45454545454545453
295,Pre-Covid,32.5,0,0,0,0,0,0,0,3.1600000858306885,390,320,0,22.110883712768555,0,NA,1,0.1818181818181818
301,Pre-Covid,32.5,0,0,0,1,0,0,0,NA,410,460,0,21.861738204956055,0,1,0,0.2727272727272727
304,Pre-Covid,40,1,0,0,1,0,0,1,2.359999895095825,400,370,1,22.691307067871094,0,0,1,0.5454545454545454
307,Pre-Covid,32.5,0,0,0,1,0,0,1,2.75,NA,NA,1,24.197124481201172,0,0,0,0
310,Pre-Covid,55.00000000000001,1,1,0,0,0,0,0,2.0999999046325684,520,670,1,21.94387435913086,0,0,1,0.5454545454545454
318,Pre-Covid,62.5,1,1,0,0,0,0,0,2.880000114440918,520,500,0,19.27446937561035,0,NA,0,0.6363636363636364
319,Pre-Covid,30,0,1,0,0,0,0,0,2.930000066757202,480,510,0,18.861053466796875,0,NA,0,0
325,Pre-Covid,75,1,1,0,0,0,0,1,1.5800000429153442,750,750,0,19.526351928710938,0,1,1,0.8181818181818181
333,Pre-Covid,67.5,1,0,0,0,0,0,1,3.0299999713897705,NA,NA,0,20.358657836914062,0,NA,1,0.7272727272727273
341,Pre-Covid,45,1,1,0,0,0,0,1,2.509999990463257,600,540,1,21.357973098754883,0,NA,1,0.45454545454545453
355,Pre-Covid,55.00000000000001,1,1,0,0,0,0,1,2.5,590,590,1,18.776180267333984,0,NA,1,0.5454545454545454
381,Pre-Covid,67.5,1,0,1,0,0,0,0,3.5399999618530273,550,510,1,20.273784637451172,0,NA,1,0.6363636363636364
382,Pre-Covid,52.5,0,0,0,0,0,0,1,3.259999990463257,480,510,1,20.525667190551758,0,1,1,0.0909090909090909
388,Pre-Covid,62.5,1,0,0,1,0,0,1,3.299999952316284,570,700,1,18.691307067871094,0,NA,1,0.6363636363636364
396,Pre-Covid,62.5,0,0,0,0,0,0,0,2.130000114440918,600,580,0,19.444215774536133,0,NA,1,0.7272727272727273
428,Pre-Covid,70,1,0,0,1,0,0,1,NA,510,600,0,21.691991806030273,0,0,0,0.8181818181818181
443,Pre-Covid,57.49999999999999,1,0,1,0,0,0,1,1.809999942779541,510,620,0,20.777549743652344,0,1,1,0.5454545454545454
445,Pre-Covid,60,1,0,0,1,0,0,1,3.009999990463257,490,570,1,20.525667190551758,0,1,1,0.5454545454545454
461,Pre-Covid,37.5,0,0,0,1,0,0,0,NA,NA,NA,1,24.61054039001465,0,NA,0,0.45454545454545453
481,Pre-Covid,70,1,1,0,0,0,0,0,4,580,600,1,21.02943229675293,0,0,0,0.7272727272727273
489,Pre-Covid,70,1,0,0,1,0,0,1,3.5399999618530273,NA,NA,0,21.442848205566406,0,0,0,0.8181818181818181
500,Pre-Covid,67.5,1,0,0,1,0,0,0,3.740000009536743,530,620,1,19.110198974609375,0,NA,1,0.9090909090909091
512,Pre-Covid,57.49999999999999,1,0,0,1,0,0,1,NA,460,640,0,20.777549743652344,0,NA,1,0.8181818181818181
524,Pre-Covid,62.5,1,0,0,1,0,0,0,2.3499999046325684,440,470,0,23.110198974609375,0,NA,0,0.6363636363636364
526,Pre-Covid,65,1,0,0,1,0,0,0,3.8399999141693115,640,650,1,19.778234481811523,0,NA,1,0.8181818181818181
528,Pre-Covid,75,1,0,1,0,0,0,1,3,480,510,1,20.03011703491211,0,NA,1,0.9090909090909091
553,Pre-Covid,45,0,0,0,1,0,0,1,3.259999990463257,610,670,0,18.5242977142334,0,NA,1,0.45454545454545453
560,Pre-Covid,77.5,1,0,0,1,0,0,1,4,660,800,1,18.861053466796875,0,NA,1,0.8181818181818182
564,Pre-Covid,62.5,1,0,0,1,0,0,1,3.930000066757202,550,620,1,19.195072174072266,0,NA,1,0.7272727272727273
573,Pre-Covid,87.5,1,0,0,1,0,0,1,NA,590,620,1,19.526351928710938,0,NA,1,1
575,Pre-Covid,80,1,0,0,1,0,0,0,4,590,590,0,18.442163467407227,0,NA,1,1
593,Pre-Covid,62.5,1,1,0,0,0,0,0,3.359999895095825,480,510,0,20.525667190551758,0,1,1,0.8181818181818182
601,Pre-Covid,95,1,0,0,0,0,0,1,NA,NA,NA,1,23.778234481811523,0,NA,1,1
618,Pre-Covid,62.5,0,0,0,1,0,0,1,2.6600000858306885,520,620,1,18.691307067871094,0,1,1,0.7272727272727273
621,Pre-Covid,45,0,1,0,0,0,0,0,3.140000104904175,500,500,0,20.862422943115234,0,NA,1,0.1818181818181818
633,Pre-Covid,62.5,1,0,0,1,0,0,0,3.4200000762939453,530,650,1,20.197124481201172,0,NA,1,0.6363636363636364
640,Pre-Covid,42.5,0,0,0,1,0,0,0,3.7699999809265137,570,710,1,19.359342575073242,0,NA,1,0.45454545454545453
645,Pre-Covid,65,1,0,0,0,0,0,0,3.430000066757202,680,700,1,19.110198974609375,0,NA,1,0.8181818181818182
647,Pre-Covid,50,1,0,0,0,0,0,1,NA,480,600,1,20.273784637451172,0,0,1,0.5454545454545454
665,Pre-Covid,57.49999999999999,1,0,0,1,0,0,0,2.3399999141693115,530,620,1,19.195072174072266,0,NA,1,0.7272727272727273
681,Pre-Covid,57.49999999999999,0,0,0,1,0,0,0,1.9299999475479126,590,640,1,19.359342575073242,0,NA,1,0.45454545454545453
686,Pre-Covid,35,1,0,0,1,0,0,1,2.8399999141693115,580,660,0,19.778234481811523,0,0,1,0.2727272727272727
689,Pre-Covid,82.5,1,0,1,0,0,0,0,3.619999885559082,590,640,0,20.358657836914062,0,1,1,0.8181818181818182
697,Pre-Covid,70,1,0,0,0,0,0,1,3.75,790,660,0,20.358657836914062,0,1,1,1
703,Pre-Covid,65,1,0,0,0,0,0,1,3.059999942779541,710,710,0,20.273784637451172,0,1,1,1
705,Pre-Covid,77.5,1,1,0,0,0,0,1,3.8299999237060547,590,650,0,19.444215774536133,0,1,1,0.8181818181818181
711,Pre-Covid,80,1,0,0,1,0,0,1,3.9600000381469727,530,700,0,19.444215774536133,0,0,1,0.6363636363636364
713,Pre-Covid,82.5,1,0,0,1,0,0,0,NA,570,660,1,19.863107681274414,0,NA,1,0.8181818181818181
718,Pre-Covid,72.5,1,0,0,0,0,0,0,3.75,530,590,0,19.778234481811523,0,1,1,1
722,Pre-Covid,90,1,0,0,1,0,0,1,3.619999885559082,530,640,1,21.524982452392578,0,0,1,0.8181818181818181
749,Pre-Covid,52.5,1,0,0,0,1,0,1,3.049999952316284,570,530,0,20.11225128173828,0,1,1,0.6363636363636364
750,Pre-Covid,85,1,1,0,0,0,0,1,3.2799999713897705,550,620,0,18.861053466796875,0,NA,1,1
753,Pre-Covid,47.5,0,0,0,1,0,0,1,3.490000009536743,570,630,0,20.692676544189453,0,NA,1,0.1818181818181818
761,Pre-Covid,42.5,1,0,0,1,0,0,1,2.759999990463257,590,600,1,20.11225128173828,0,1,1,0.36363636363636365
769,Pre-Covid,42.5,0,0,0,1,0,0,1,NA,430,590,1,22.357290267944336,0,NA,1,0.1818181818181818
774,Pre-Covid,37.5,1,0,1,0,0,0,1,3.3499999046325684,630,570,1,20.197124481201172,0,1,1,0.7272727272727273
777,Pre-Covid,62.5,1,0,0,0,0,0,1,2,580,710,0,19.526351928710938,0,1,1,0.36363636363636365
781,Pre-Covid,67.5,1,0,0,1,0,0,1,2.5799999237060547,NA,NA,1,19.863107681274414,0,0,1,0.45454545454545453
784,Pre-Covid,62.5,1,0,0,1,0,0,1,2.440000057220459,510,600,0,20.358657836914062,0,1,1,0.7272727272727273
788,Pre-Covid,70,1,0,0,1,0,0,0,2.259999990463257,520,740,0,19.359342575073242,0,NA,1,1
790,Pre-Covid,75,1,0,0,1,0,0,1,2.5199999809265137,620,660,0,20.273784637451172,0,0,1,0.8181818181818181
791,Pre-Covid,70,1,0,0,0,0,0,1,2.9100000858306885,610,600,0,22.272417068481445,0,1,1,1
792,Pre-Covid,55.00000000000001,1,0,0,1,0,0,1,3.140000104904175,690,760,0,20.197124481201172,0,0,1,0.6363636363636364
802,Pre-Covid,55.00000000000001,1,0,1,0,0,0,1,2.930000066757202,610,600,0,20.197124481201172,0,1,1,0.36363636363636365
804,Pre-Covid,75,1,0,0,1,0,0,0,2,640,620,0,19.526351928710938,0,1,1,1
805,Pre-Covid,47.5,1,0,1,0,0,0,0,2.430000066757202,590,630,0,20.197124481201172,0,1,1,1
811,Pre-Covid,55.00000000000001,1,0,0,1,0,0,0,NA,640,670,1,19.526351928710938,0,NA,1,0.2727272727272727
824,Pre-Covid,47.5,1,0,0,0,1,0,0,2.0899999141693115,620,680,1,19.444215774536133,0,0,1,0.2727272727272727
837,Pre-Covid,67.5,1,1,0,0,0,0,0,3.7200000286102295,440,560,0,19.693361282348633,0,1,1,0.45454545454545453
842,Pre-Covid,75,1,0,0,0,0,0,0,NA,570,510,1,19.526351928710938,0,1,1,0.5454545454545454
844,Pre-Covid,72.5,1,0,0,1,0,0,0,NA,620,650,0,22.195756912231445,0,0,1,1
845,Pre-Covid,55.00000000000001,1,0,0,1,0,0,0,3,NA,NA,1,26.776180267333984,1,1,1,0.45454545454545453
848,Pre-Covid,37.5,0,0,0,1,0,0,0,2.509999990463257,NA,NA,1,21.94387435913086,0,0,1,0
857,Pre-Covid,52.5,1,0,0,1,0,0,0,NA,NA,NA,1,22.60917091369629,0,0,1,0.2727272727272727
860,Pre-Covid,72.5,1,0,0,1,0,0,0,3.6500000953674316,500,610,1,20.358657836914062,0,0,1,1
874,Pre-Covid,62.5,1,0,0,1,0,0,0,NA,NA,NA,0,24.94455909729004,1,NA,1,0.8181818181818181
891,Pre-Covid,65,1,0,0,1,0,0,0,3.680000066757202,590,640,1,19.359342575073242,0,NA,1,0.8181818181818182
898,Pre-Covid,82.5,1,0,0,1,0,0,0,3.869999885559082,NA,NA,1,18.94318962097168,0,1,1,0.9090909090909091
913,Pre-Covid,50,1,0,0,1,0,0,1,3.259999990463257,610,640,1,19.110198974609375,0,NA,1,0.8181818181818182
949,Pre-Covid,70,1,0,0,1,0,0,0,3.190000057220459,590,580,1,18.776180267333984,0,NA,1,0.9090909090909091
1009,Pre-Covid,60,1,0,0,1,0,0,1,3.059999942779541,550,670,1,19.27446937561035,0,0,1,0.5454545454545454
1086,Pre-Covid,57.49999999999999,1,0,0,1,0,0,0,3.75,550,600,1,18.861053466796875,0,NA,1,0.8181818181818181
1096,Pre-Covid,45,1,0,0,1,0,0,0,2.509999990463257,480,620,0,22.442163467407227,0,0,1,0.7333333333333333
1096,Pre-Covid,72.5,1,0,0,1,0,0,0,2.509999990463257,480,620,0,22.442163467407227,0,0,1,0.7333333333333333
1101,Pre-Covid,42.5,0,0,0,1,0,0,1,3.0299999713897705,570,790,0,20.777549743652344,0,1,1,0.1818181818181818
1103,Pre-Covid,57.49999999999999,1,0,0,0,0,0,1,3.109999895095825,680,650,0,19.94524383544922,0,1,1,0.6363636363636364
1108,Pre-Covid,32.5,0,1,0,0,0,0,1,3.2100000381469727,NA,NA,0,27.611225128173828,0,NA,1,0.6363636363636364
